ID,Valor,Otro
1665,98.42,253
1666,71.06,866
1667,60.86,430
1668,22.55,505
1669,53.85,533
1670,87.87,238
1671,10.6,227
1672,65.18,540
1673,17.06,264
1674,42.49,550
1675,91.39,376
1676,48.15,330
1677,66.58,597
1678,70.55,310
1679,97.52,110
1680,79.66,792
1681,60.3,988
1682,49.32,301
1683,43.72,698
1684,28.96,591
1685,16.15,865
1686,29.27,391
1687,22.56,814
1688,90.98,306
1689,58.9,988
1690,69.93,958
1691,62.48,835
1692,26.04,544
1693,34.34,801
1694,76.08,797
1695,31.18,949
1696,27.91,259
1697,22.29,121
1698,69.83,884
1699,61.41,591
1700,23.94,900
1701,77.5,408
1702,83.89,694
1703,52.56,746
1704,92.94,359
1705,73.77,360
1706,58.22,675
1707,17.68,623
1708,26.68,706
1709,12.67,744
1710,23.53,445
1711,12.79,725
1712,59.12,774
1713,96.56,779
1714,95.24,634
1715,70.3,868
1716,52.33,579
1717,39.38,173
1718,94.45,742
1719,13.54,841
1720,10.27,422
1721,86.91,331
1722,51.98,741
1723,75.61,693
1724,43.87,118
1725,36.33,247
1726,58.42,231
1727,37.41,578
1728,56.38,913
1729,45.27,785
1730,31.5,748
1731,37.04,179
1732,70.18,447
1733,24.37,645
1734,57.18,327
1735,96.96,440
1736,79.31,773
1737,23.97,772
1738,17.18,390
1739,43.22,942
1740,45.54,927
1741,28.2,696
1742,79.34,293
1743,36.23,253
1744,74.37,479
1745,42.8,776
1746,69.26,839
1747,78.34,267
1748,92.88,119
1749,57.14,292
1750,76.98,222
1751,43.98,216
1752,66.21,411
1753,54.76,895
1754,77.81,270
1755,95.4,981
1756,71.19,535
1757,82.18,318
1758,63.95,363
1759,18.22,265
1760,72.61,821
1761,31.6,276
1762,71.07,621
1763,10.43,582
1764,96.52,622
1765,53.95,890
1766,22.44,493
1767,95.44,214
1768,30.71,553
1769,99.26,172
1770,76.22,919
1771,31.16,938
1772,41.16,325
1773,58.69,433
1774,55.45,819
1775,21.47,331
1776,39.22,623
1777,83.78,395
1778,49.12,633
1779,35.59,499
1780,71.43,418
1781,66.46,783
1782,31.02,738
1783,53.01,938
1784,39.48,271
1785,41.96,679
1786,42.35,860
1787,23.13,654
1788,21.88,322
1789,71.94,814
1790,34.24,932
1791,37.09,609
1792,99.42,804
1793,82.73,836
1794,88.94,654
1795,79.1,704
1796,26.73,181
1797,45.95,100
1798,67.67,469
1799,43.33,642
1800,16.88,413
1801,27.29,881
1802,39.41,956
1803,42.74,377
1804,86.8,466
1805,19.04,214
1806,69.97,751
1807,76.63,752
1808,60.8,708
1809,94.18,616
1810,37.4,508
1811,26.92,955
1812,22.06,752
1813,74.74,540
1814,62.55,795
1815,50.08,930
1816,69.81,401
1817,10.8,666
1818,55.21,217
1819,70.49,891
1820,33.65,181
1821,81.81,991
1822,66.41,219
1823,76.11,885
1824,15.09,835
1825,71.08,155
1826,82.69,341
1827,51.83,273
1828,79.68,220
1829,97.33,486
1830,27.28,926
1831,93.84,466
1832,15.06,382
1833,28.79,169
1834,24.2,601
1835,81.31,280
1836,30.16,143
1837,35.84,388
1838,82.33,575
1839,11.88,548
1840,98.22,112
1841,82.11,893
1842,58.76,218
1843,11.1,791
1844,79.27,696
1845,21.69,831
1846,78.86,224
1847,29.73,484
1848,91.8,152
1849,21.0,316
1850,57.07,120
1851,60.21,299
1852,82.37,756
1853,63.8,609
1854,99.34,633
1855,72.23,426
1856,63.17,984
1857,46.05,160
1858,91.39,753
1859,28.91,583
1860,75.79,816
1861,53.32,423
1862,95.67,603
1863,99.04,803
1864,85.04,624
1865,36.29,792
1866,94.9,800
1867,56.99,517
1868,67.36,198
1869,29.66,632
1870,67.29,339
1871,37.76,153
1872,74.35,143
1873,69.84,131
1874,47.98,849
1875,12.91,246
1876,48.25,844
1877,83.81,301
1878,41.44,951
1879,47.13,498
1880,33.42,230
1881,87.41,811
1882,59.25,848
1883,22.86,234
1884,38.53,684
1885,86.19,321
1886,82.62,607
1887,62.81,998
1888,74.6,812
1889,56.98,936
1890,34.69,757
1891,49.97,927
1892,38.24,897
1893,44.6,274
1894,12.36,622
1895,12.45,539
1896,81.31,712
1897,23.65,111
1898,23.8,100
1899,16.47,337
1900,53.17,927
1901,42.27,436
1902,20.34,537
1903,42.76,297
1904,94.37,548
1905,21.39,456
1906,78.98,558
1907,45.51,230
1908,78.48,608
1909,96.82,490
1910,84.58,608
1911,35.49,576
1912,40.45,196
1913,72.7,340
1914,23.29,371
1915,76.52,155
1916,68.5,669
1917,74.81,490
1918,65.73,175
1919,42.28,228
1920,90.59,542
1921,94.35,883
1922,95.99,288
1923,16.6,782
1924,10.02,748
1925,87.44,402
1926,92.89,657
1927,55.06,624
1928,39.02,650
1929,38.8,939
1930,67.87,445
1931,94.49,168
1932,23.59,382
1933,60.65,894
1934,14.95,709
1935,32.57,693
1936,48.58,758
1937,95.34,594
1938,53.06,597
1939,11.4,655
1940,93.21,681
1941,49.66,778
1942,10.44,775
1943,37.3,285
1944,12.65,368
1945,15.5,324
1946,54.03,290
1947,82.08,770
1948,43.57,775
1949,38.49,674
1950,50.69,139
1951,53.94,379
1952,37.72,681
1953,82.54,298
1954,12.88,991
1955,20.77,922
1956,89.32,951
1957,56.52,684
1958,33.42,368
1959,35.72,750
1960,10.91,924
1961,90.25,320
1962,81.89,616
1963,35.89,121
1964,76.08,638
1965,41.71,267
1966,40.38,637
1967,30.9,946
1968,11.03,630
1969,39.51,120
1970,42.31,978
1971,17.86,299
1972,49.36,358
1973,18.23,565
1974,54.48,413
1975,42.3,600
1976,94.97,539
1977,78.99,782
1978,33.8,508
1979,28.13,489
1980,43.12,776
1981,74.57,260
1982,86.7,280
1983,61.95,136
1984,99.92,497
1985,51.95,198
1986,29.83,939
1987,25.53,253
1988,67.51,598
1989,79.66,513
1990,16.38,339
1991,14.7,179
1992,32.09,437
1993,10.64,671
1994,56.97,313
1995,29.13,254
1996,39.2,816
1997,19.15,116
1998,72.94,726
1999,84.66,794
2000,97.98,699
2001,69.12,889
2002,59.11,360
2003,38.6,751
2004,10.98,446
2005,14.14,771
2006,15.76,545
2007,23.92,847
2008,24.1,824
2009,15.4,337
2010,64.12,825
2011,67.57,459
2012,59.74,286
2013,79.31,378
2014,77.99,785
2015,71.63,897
2016,97.19,906
2017,38.75,774
2018,43.97,974
2019,18.84,353
2020,41.95,847
2021,20.04,283
2022,81.85,933
2023,19.28,253
2024,76.89,194
2025,75.67,106
2026,52.04,607
2027,75.47,348
2028,33.88,729
2029,99.58,620
2030,12.62,256
2031,14.67,934
2032,21.6,732
2033,86.83,310
2034,45.41,739
2035,22.65,512
2036,66.09,758
2037,25.99,868
2038,50.46,719
2039,66.08,975
2040,65.08,619
2041,93.45,416
2042,86.96,314
2043,76.47,813
2044,30.91,878
2045,25.43,193
2046,59.61,412
2047,49.59,226
2048,84.71,178
2049,77.56,585
2050,63.28,211
2051,68.5,427
2052,53.1,900
2053,52.76,607
2054,33.11,748
2055,58.3,255
2056,39.7,591
2057,46.19,260
2058,77.14,763
2059,61.0,534
2060,49.84,875
2061,17.64,380
2062,52.9,559
2063,57.68,229
2064,46.43,398
2065,87.14,149
2066,86.78,533
2067,16.64,396
2068,44.1,211
2069,26.76,559
2070,25.98,838
2071,23.49,377
2072,90.06,328
2073,78.72,216
2074,41.79,178
2075,20.37,980
2076,42.83,117
2077,27.69,277
2078,47.6,164
2079,35.73,262
2080,74.82,452
2081,74.8,120
2082,24.19,957
2083,28.29,108
2084,46.01,632
2085,68.17,130
2086,42.45,834
2087,99.14,962
2088,37.3,680
2089,61.33,822
2090,91.95,496
2091,70.66,520
2092,15.79,526
2093,64.21,246
2094,16.68,287
2095,13.83,472
2096,62.06,906
2097,52.74,995
2098,34.18,706
2099,35.01,513
2100,73.69,267
2101,97.52,851
2102,56.4,476
2103,52.08,573
2104,18.19,193
2105,63.4,269
2106,11.21,101
2107,38.2,731
2108,67.75,386
2109,26.34,675
2110,92.59,165
2111,93.74,645
2112,48.7,977
2113,83.58,524
2114,48.02,560
2115,36.45,333
2116,35.22,621
2117,38.89,716
2118,15.38,827
2119,16.14,339
2120,71.37,320
2121,82.24,329
2122,89.11,160
2123,82.48,941
2124,32.18,685
2125,76.83,898
2126,95.08,485
2127,12.29,315
2128,16.55,704
2129,33.32,443
2130,84.84,215
2131,55.68,741
2132,72.1,707
2133,97.78,473
2134,60.51,681
2135,68.1,535
2136,20.01,778
2137,32.8,633
2138,34.15,569
2139,35.96,873
2140,26.68,742
2141,81.94,692
2142,75.71,693
2143,41.69,669
2144,37.36,846
2145,45.68,197
2146,96.47,397
2147,85.4,224
2148,30.29,577
2149,70.19,328
2150,38.14,623
2151,37.88,646
2152,37.56,920
2153,79.02,390
2154,74.6,588
2155,89.93,332
2156,83.93,622
2157,35.33,765
2158,29.04,788
2159,58.97,781
2160,59.97,546
2161,51.33,356
2162,20.95,973
2163,69.02,950
2164,55.37,459
2165,39.64,976
2166,48.76,741
2167,47.75,944
2168,63.76,651
2169,65.7,851
2170,65.16,504
2171,31.27,508
2172,87.89,747
2173,29.79,821
2174,63.06,828
2175,70.27,579
2176,53.75,495
2177,80.08,449
2178,60.81,822
2179,48.45,451
2180,14.73,398
2181,68.09,486
2182,22.53,900
2183,22.45,243
2184,60.32,204
2185,30.77,402
2186,32.49,358
2187,37.43,415
2188,54.24,204
2189,78.0,583
2190,22.46,134
2191,78.7,701
2192,29.78,368
2193,63.88,690
2194,14.21,696
2195,56.1,433
2196,31.05,464
2197,90.19,127
2198,67.71,287
2199,43.03,463
2200,66.07,842
2201,93.13,942
2202,24.6,759
2203,69.29,177
2204,36.58,465
2205,82.12,740
2206,36.45,552
2207,38.6,493
2208,99.77,960
2209,36.26,657
2210,53.53,219
2211,72.16,432
2212,65.13,160
2213,35.99,503
2214,77.93,259
2215,31.36,420
2216,34.02,125
2217,66.18,650
2218,72.55,776
2219,99.41,471
2220,29.8,180
2221,95.36,479
2222,66.76,853
2223,46.08,456
2224,77.27,435
2225,89.77,276
2226,92.69,362
2227,51.54,765
2228,42.34,311
2229,27.76,894
2230,70.32,180
2231,67.36,144
2232,37.47,741
2233,37.06,573
2234,95.71,878
2235,84.08,240
2236,25.43,179
2237,41.21,515
2238,93.98,799
2239,81.5,161
2240,24.85,805
2241,25.86,379
2242,55.56,135
2243,66.43,925
2244,25.93,172
2245,59.79,962
2246,35.75,255
2247,14.13,875
2248,81.23,463
2249,14.32,383
2250,23.72,755
2251,80.08,514
2252,43.97,467
2253,84.54,250
2254,89.45,573
2255,86.86,523
2256,34.67,593
2257,55.93,489
2258,45.68,523
2259,62.95,439
2260,18.51,246
2261,63.8,162
2262,69.05,454
2263,19.4,346
2264,13.6,306
2265,57.44,971
2266,24.16,541
2267,91.86,668
2268,58.2,996
2269,81.98,772
2270,56.09,105
2271,44.01,594
2272,91.06,105
2273,73.46,592
2274,79.46,312
2275,88.02,112
2276,61.15,199
2277,46.68,632
2278,46.77,473
2279,48.86,288
2280,18.41,308
2281,53.73,112
2282,45.88,594
2283,60.79,325
2284,79.54,236
2285,84.4,623
2286,65.68,561
2287,93.17,310
2288,86.93,789
2289,73.82,294
2290,26.09,179
2291,39.52,826
2292,26.89,253
2293,53.87,108
2294,51.46,840
2295,50.21,183
2296,27.6,435
2297,92.12,111
2298,61.53,981
2299,67.8,709
2300,99.07,873
2301,75.2,430
2302,90.67,672
2303,74.71,228
2304,98.16,534
2305,43.37,444
2306,78.64,313
2307,77.82,956
2308,90.65,315
2309,72.52,145
2310,43.84,333
2311,88.19,989
2312,57.23,546
2313,44.95,392
2314,83.5,668
2315,42.02,130
2316,21.61,429
2317,21.28,680
2318,16.99,374
2319,50.23,864
2320,46.51,995
2321,60.42,626
2322,81.55,373
2323,30.73,312
2324,35.26,295
2325,80.61,682
2326,68.26,733
2327,91.83,442
2328,68.21,345
2329,71.76,597
2330,77.21,701
2331,30.75,407
2332,20.19,216
2333,36.97,610
2334,88.64,956
2335,88.65,951
2336,49.93,400
2337,91.89,188
2338,94.41,799
2339,90.01,905
2340,90.83,618
2341,78.69,789
2342,25.42,278
2343,66.82,271
2344,24.54,459
2345,96.56,951
2346,49.95,102
2347,68.62,634
2348,76.35,209
2349,37.5,256
2350,80.0,695
2351,98.22,243
2352,85.01,872
2353,19.23,923
2354,56.28,175
2355,13.79,423
2356,86.29,883
2357,71.26,873
2358,75.53,909
2359,64.0,137
2360,93.88,492
2361,61.5,337
2362,47.96,792
2363,13.31,947
2364,45.35,179
2365,53.47,787
2366,12.69,231
2367,39.62,751
2368,20.65,448
2369,65.14,670
2370,17.94,746
2371,24.06,521
2372,10.86,150
2373,52.61,243
2374,71.39,210
2375,91.13,649
2376,38.05,169
2377,83.84,461
2378,43.04,477
2379,54.95,630
2380,59.13,759
2381,73.64,652
2382,25.87,530
2383,98.64,131
2384,24.8,496
2385,69.5,987
2386,62.6,972
2387,36.75,995
2388,66.24,224
2389,12.51,906
2390,66.18,813
2391,74.7,606
2392,66.21,630
2393,19.15,399
2394,20.43,619
2395,49.67,909
2396,11.48,643
2397,94.41,159
2398,74.69,448
2399,77.17,783
2400,97.8,224
2401,34.07,540
2402,70.26,387
2403,87.24,181
2404,85.45,926
2405,85.79,721
2406,26.8,351
2407,83.97,690
2408,91.12,841
2409,52.52,503
2410,42.09,709
2411,58.97,137
2412,51.44,164
2413,46.45,793
2414,75.27,436
2415,32.8,181
2416,31.25,157
2417,84.56,538
2418,62.83,696
2419,51.15,575
2420,24.71,557
2421,66.01,439
2422,51.43,855
2423,97.84,372
2424,61.7,773
2425,74.36,490
2426,96.19,917
2427,58.81,444
2428,63.95,704
2429,37.63,544
2430,42.98,879
2431,17.05,608
2432,12.64,510
2433,11.64,756
2434,63.56,152
2435,36.29,420
2436,38.95,463
2437,87.96,410
2438,59.78,202
2439,91.99,504
2440,33.81,865
2441,13.83,449
2442,64.43,768
2443,26.01,129
2444,96.87,706
2445,99.14,377
2446,36.12,919
2447,20.63,180
2448,77.58,145
2449,59.5,131
2450,10.76,750
2451,74.48,949
2452,47.4,391
2453,58.22,527
2454,26.36,597
2455,86.22,742
2456,36.02,488
2457,53.08,881
2458,32.78,845
2459,68.51,491
2460,39.4,639
2461,88.7,225
2462,12.79,626
2463,26.78,572
2464,52.54,339
2465,56.27,236
2466,78.83,477
2467,36.45,342
2468,71.95,957
2469,19.82,562
2470,16.62,257
2471,88.99,587
2472,73.73,792
2473,51.83,129
2474,63.03,295
2475,57.6,640
2476,49.45,790
2477,93.12,621
2478,21.83,344
2479,93.05,390
2480,63.33,861
2481,71.92,121
2482,67.42,916
2483,25.87,551
2484,96.44,893
2485,27.77,507
2486,18.57,507
2487,56.95,743
2488,21.01,748
2489,67.85,886
2490,58.02,852
2491,19.2,875
2492,69.54,879
2493,96.68,362
2494,80.92,318
2495,58.97,820
2496,88.64,898
2497,14.07,544
2498,40.75,407
2499,11.53,985
2500,60.81,122
2501,79.07,401
2502,11.81,319
2503,88.66,163
2504,23.03,552
2505,75.34,757
2506,40.07,623
2507,16.03,543
2508,68.53,994
2509,62.93,717
2510,93.5,971
2511,13.53,407
2512,97.58,647
2513,69.59,690
2514,93.56,187
2515,68.95,754
2516,98.11,514
2517,64.98,254
2518,94.45,686
2519,45.52,188
2520,51.14,572
2521,99.93,333
2522,55.11,178
2523,85.81,840
2524,63.83,518
2525,65.3,171
2526,38.97,224
2527,38.43,114
2528,53.83,795
2529,45.32,111
2530,58.91,197
2531,89.09,269
2532,20.54,400
2533,83.25,334
2534,59.77,187
2535,50.34,944
2536,94.52,202
2537,84.72,939
2538,37.76,321
2539,93.04,978
2540,43.01,327
2541,79.16,928
2542,89.06,464
2543,54.05,193
2544,38.66,235
2545,56.36,990
2546,42.12,973
2547,28.72,489
2548,31.85,468
2549,69.41,432
2550,16.91,489
2551,46.96,660
2552,95.52,339
2553,33.27,211
2554,84.14,693
2555,70.81,536
2556,13.14,979
2557,10.52,599
2558,99.23,947
2559,10.48,716
2560,27.97,489
2561,21.97,586
2562,33.92,317
2563,36.0,204
2564,50.82,479
2565,90.94,749
2566,72.49,520
2567,61.7,585
2568,77.09,730
2569,11.52,551
2570,47.97,439
2571,54.72,513
2572,50.24,608
2573,59.62,906
2574,12.68,285
2575,16.61,119
2576,10.63,727
2577,95.63,406
2578,89.25,909
2579,89.38,266
2580,57.65,333
2581,66.01,347
2582,28.54,485
2583,20.8,211
2584,24.69,414
2585,62.42,275
2586,45.16,784
2587,43.36,359
2588,27.91,445
2589,13.68,327
2590,68.18,696
2591,93.26,490
2592,70.04,352
2593,98.06,915
2594,29.82,562
2595,23.54,454
2596,14.99,407
2597,20.15,973
2598,35.04,648
2599,54.46,831
2600,69.7,932
2601,50.14,903
2602,42.26,418
2603,30.67,755
2604,88.22,311
2605,27.73,617
2606,10.71,364
2607,41.94,783
2608,21.32,127
2609,48.66,529
2610,30.69,618
2611,89.76,277
2612,40.0,157
2613,65.34,259
2614,64.45,372
2615,88.29,923
2616,19.27,591
2617,38.09,379
2618,46.35,512
2619,97.55,601
2620,62.16,603
2621,85.11,870
2622,42.52,786
2623,56.95,982
2624,91.14,492
2625,51.83,756
2626,37.57,634
2627,96.79,835
2628,46.84,648
2629,80.89,182
2630,92.8,430
2631,20.87,424
2632,62.8,709
2633,96.34,262
2634,75.75,736
2635,33.54,818
2636,21.97,897
2637,14.84,123
2638,45.87,724
2639,94.64,518
2640,39.94,809
2641,73.56,408
2642,91.24,713
2643,70.32,589
2644,92.76,351
2645,62.53,389
2646,37.28,744
2647,20.38,798
2648,42.64,989
2649,90.55,795
2650,43.5,263
2651,10.18,424
2652,46.34,863
2653,21.75,793
2654,28.68,267
2655,75.32,409
2656,59.33,435
2657,21.17,223
2658,97.63,677
2659,24.62,820
2660,30.79,281
2661,66.42,177
2662,45.45,939
2663,75.48,287
2664,92.41,351
2665,52.11,843
2666,64.72,998
2667,31.43,688
2668,39.99,814
2669,82.58,285
2670,21.16,406
2671,46.41,668
2672,59.48,197
2673,53.48,275
2674,16.68,521
2675,32.3,806
2676,79.81,717
2677,38.07,571
2678,62.74,372
2679,43.49,179
2680,90.21,122
2681,92.38,918
2682,46.01,462
2683,55.63,209
2684,59.5,414
2685,12.27,855
2686,75.46,614
2687,66.63,248
2688,17.52,614
2689,16.0,122
2690,33.18,470
2691,15.65,671
2692,48.17,373
2693,11.39,417
2694,86.97,618
2695,26.97,922
2696,88.15,485
2697,75.26,867
2698,77.64,480
2699,43.52,351
2700,30.46,719
2701,54.73,444
2702,20.13,151
2703,75.65,358
2704,66.52,351
2705,96.51,368
2706,51.96,133
2707,54.6,361
2708,18.39,566
2709,82.79,725
2710,26.98,876
2711,15.15,433
2712,34.89,327
2713,51.15,937
2714,45.88,591
2715,19.02,659
2716,30.29,182
2717,66.62,614
2718,65.35,327
2719,29.34,686
2720,28.31,642
2721,18.91,635
2722,23.79,278
2723,30.47,217
2724,93.85,764
2725,58.71,396
2726,96.06,756
2727,16.16,974
2728,50.54,615
2729,73.9,474
2730,29.95,698
2731,58.87,781
2732,94.93,523
2733,95.28,258
2734,12.92,408
2735,86.41,888
2736,12.43,503
2737,33.13,631
2738,92.42,746
2739,76.89,734
2740,81.25,616
2741,77.92,345
2742,43.9,464
2743,94.02,607
2744,13.48,875
2745,77.23,231
2746,43.05,488
2747,57.01,407
2748,11.25,382
2749,85.97,942
2750,40.56,221
2751,30.9,541
2752,28.93,468
2753,53.33,239
2754,29.95,423
2755,27.98,702
2756,77.78,613
2757,64.84,360
2758,30.03,881
2759,71.34,163
2760,84.22,427
2761,59.65,297
2762,21.88,631
2763,31.27,447
2764,28.16,790
2765,50.34,135
2766,51.72,473
2767,14.24,325
2768,96.55,239
2769,26.39,558
2770,36.38,898
2771,69.5,122
2772,95.83,544
2773,71.33,705
2774,47.63,737
2775,14.32,288
2776,56.46,316
2777,34.34,450
2778,71.35,399
2779,88.51,946
2780,63.1,642
2781,42.04,301
2782,25.55,765
2783,96.86,346
2784,32.18,795
2785,30.88,996
2786,25.68,767
2787,66.54,712
2788,30.65,986
2789,75.96,671
2790,94.8,952
2791,84.79,415
2792,19.93,598
2793,77.16,947
2794,28.85,587
2795,53.32,553
2796,12.35,821
2797,91.93,820
2798,85.93,388
2799,25.01,803
2800,40.66,406
2801,26.11,436
2802,70.21,753
2803,60.53,184
2804,18.41,476
2805,26.99,818
2806,77.74,970
2807,72.89,895
2808,45.18,123
2809,45.48,274
2810,86.18,775
2811,82.68,544
2812,69.82,714
2813,18.45,989
2814,92.4,230
2815,38.07,599
2816,43.93,225
2817,34.52,354
2818,37.55,457
2819,95.36,307
2820,10.9,400
2821,31.0,416
2822,16.07,662
2823,69.52,299
2824,83.0,550
2825,47.87,823
2826,99.92,855
2827,63.96,964
2828,62.14,139
2829,31.15,779
2830,54.1,701
2831,36.63,995
2832,57.73,125
2833,62.16,323
2834,50.24,963
2835,39.16,502
2836,78.18,682
2837,75.11,224
2838,43.21,498
2839,93.5,435
2840,27.3,973
2841,69.68,184
2842,83.65,683
2843,24.33,908
2844,60.81,352
2845,50.69,692
2846,21.79,872
2847,53.23,309
2848,82.53,316
2849,27.19,960
2850,72.25,279
2851,95.88,751
2852,42.19,700
2853,16.73,199
2854,44.81,574
2855,28.1,443
2856,32.83,495
2857,50.96,821
2858,85.62,192
2859,26.02,118
2860,29.78,281
2861,36.49,807
2862,66.77,802
2863,71.18,723
2864,71.92,150
2865,64.13,978
2866,89.83,941
2867,33.27,636
2868,72.59,336
2869,19.16,802
2870,85.9,128
2871,13.88,683
2872,19.7,503
2873,12.09,683
2874,74.24,530
2875,69.3,176
2876,58.21,214
2877,78.96,503
2878,17.13,369
2879,73.62,177
2880,10.24,561
2881,44.85,705
2882,52.72,962
2883,63.1,271
2884,31.24,768
2885,75.69,219
2886,91.95,306
2887,12.92,466
2888,36.47,924
2889,41.93,777
2890,93.01,831
2891,93.64,680
2892,49.24,562
2893,84.44,549
2894,68.22,954
2895,59.59,353
2896,89.23,954
2897,71.6,240
2898,25.44,562
2899,30.58,413
2900,89.11,208
2901,33.22,986
2902,27.75,670
2903,25.94,606
2904,35.75,757
2905,96.82,589
2906,44.27,485
2907,17.32,599
2908,54.63,936
2909,44.24,720
2910,69.86,729
2911,17.15,222
2912,81.35,248
2913,43.67,174
2914,41.83,357
2915,87.06,873
2916,27.9,977
2917,92.85,276
2918,63.71,185
2919,25.61,922
2920,66.31,842
2921,62.42,532
2922,69.28,297
2923,17.13,264
2924,74.43,881
2925,35.72,498
2926,45.98,796
2927,78.07,550
2928,35.28,631
2929,40.74,217
2930,23.5,645
2931,68.61,468
2932,95.35,488
2933,32.3,201
2934,47.34,827
2935,18.07,621
2936,90.07,376
2937,10.33,798
2938,77.37,841
2939,66.51,899
2940,31.96,235
2941,39.43,858
2942,83.03,806
2943,39.35,262
2944,84.54,771
2945,24.91,408
2946,81.78,221
2947,18.34,353
2948,48.58,793
2949,92.61,491
2950,75.45,563
2951,19.71,335
2952,52.71,529
2953,96.61,907
2954,56.71,875
2955,97.25,512
2956,17.57,119
2957,63.12,841
2958,71.8,412
2959,19.66,533
2960,49.77,189
2961,30.73,200
2962,99.17,377
2963,88.71,908
2964,71.87,815
2965,58.72,793
2966,50.98,698
2967,75.24,551
2968,21.27,672
2969,71.63,424
2970,13.04,467
2971,73.46,756
2972,88.76,501
2973,83.8,576
2974,68.24,598
2975,87.67,725
2976,44.87,296
2977,78.17,991
2978,78.57,187
2979,91.39,884
2980,30.83,964
2981,60.69,273
2982,51.15,472
2983,30.05,207
2984,64.56,162
2985,90.32,215
2986,52.7,598
2987,96.01,435
2988,68.66,325
2989,49.57,908
2990,48.29,716
2991,87.91,855
2992,24.38,164
2993,53.54,111
2994,93.97,450
2995,18.52,236
2996,48.97,588
2997,42.29,834
2998,57.85,374
2999,25.46,597
3000,68.5,728
3001,93.76,975
3002,72.11,294
3003,44.25,628
3004,57.51,866
3005,30.32,392
3006,27.92,301
3007,79.24,829
3008,11.41,766
3009,60.35,909
3010,10.6,246
3011,39.54,802
3012,60.23,125
3013,47.57,888
3014,68.8,861
3015,94.06,144
3016,14.18,541
3017,80.98,581
3018,48.5,537
3019,70.88,400
3020,60.14,955
3021,96.54,843
3022,77.62,382
3023,70.86,769
3024,29.14,989
3025,19.3,831
3026,29.8,351
3027,61.85,983
3028,25.07,356
3029,38.14,209
3030,86.36,425
3031,42.49,728
3032,77.87,616
3033,83.64,634
3034,88.53,727
3035,39.14,353
3036,39.09,772
3037,23.35,402
3038,13.85,764
3039,37.94,188
3040,31.15,534
3041,53.82,534
3042,35.03,708
3043,24.17,138
3044,84.46,743
3045,92.27,303
3046,25.09,648
3047,60.75,120
3048,23.74,352
3049,50.16,199
3050,82.68,860
3051,27.03,232
3052,27.24,367
3053,40.04,410
3054,92.92,507
3055,69.75,166
3056,28.58,795
3057,62.14,676
3058,75.55,587
3059,35.87,565
3060,88.55,101
3061,65.34,682
3062,92.73,503
3063,86.15,913
3064,62.87,914
3065,89.21,421
3066,32.17,575
3067,52.63,959
3068,56.38,472
3069,43.84,666
3070,93.11,539
3071,33.07,601
3072,32.39,580
3073,22.35,323
3074,27.26,801
3075,67.14,118
3076,62.36,923
3077,15.86,408
3078,87.33,751
3079,94.32,570
3080,55.75,625
3081,99.42,221
3082,80.83,240
3083,20.92,984
3084,14.52,206
3085,56.62,246
3086,27.86,155
3087,20.31,279
3088,17.6,129
3089,35.46,166
3090,37.39,423
3091,22.86,864
3092,67.28,796
3093,27.34,361
3094,87.95,361
3095,80.55,412
3096,56.86,833
3097,34.94,866
3098,99.97,352
3099,35.67,358
3100,85.78,677
3101,99.21,102
3102,59.7,153
3103,49.47,404
3104,49.71,836
3105,21.38,659
3106,27.67,711
3107,78.54,318
3108,68.59,574
3109,86.09,117
3110,19.88,470
3111,16.0,915
3112,68.34,308
3113,10.5,256
3114,81.73,254
3115,59.33,987
3116,47.24,977
3117,66.93,768
3118,91.7,642
3119,45.6,554
3120,96.24,610
3121,33.37,507
3122,91.76,479
3123,20.22,368
3124,47.61,460
3125,30.57,181
3126,46.56,202
3127,32.04,465
3128,16.59,157
3129,22.52,877
3130,77.45,538
3131,59.87,858
3132,89.89,752
3133,25.46,832
3134,10.37,846
3135,93.16,138
3136,57.8,812
3137,54.46,319
3138,29.29,444
3139,24.55,298
3140,63.62,538
3141,16.9,297
3142,40.34,457
3143,12.27,845
3144,81.85,602
3145,66.98,209
3146,37.48,267
3147,91.9,709
3148,68.53,197
3149,73.09,522
3150,59.7,286
3151,90.11,423
3152,53.4,250
3153,63.76,146
3154,47.69,461
3155,15.87,123
3156,75.99,706
3157,74.25,989
3158,73.77,282
3159,94.57,667
3160,49.02,221
3161,13.76,397
3162,18.31,949
3163,35.35,766
3164,24.85,292
3165,19.97,347
3166,11.28,319
3167,45.08,102
3168,58.92,370
3169,82.42,772
3170,64.69,821
3171,93.21,583
3172,55.85,132
3173,51.9,284
3174,98.98,330
3175,71.5,535
3176,78.82,758
3177,41.95,774
3178,63.98,894
3179,77.1,389
3180,69.13,752
3181,27.99,150
3182,31.81,528
3183,43.51,955
3184,82.67,583
3185,99.84,331
3186,43.69,162
3187,94.03,788
3188,33.59,128
3189,40.76,907
3190,75.41,244
3191,34.5,803
3192,94.23,815
3193,10.47,369
3194,98.25,987
3195,29.93,215
3196,41.39,209
3197,40.72,537
3198,97.76,558
3199,37.33,601
3200,15.46,868
3201,89.26,538
3202,31.9,389
3203,58.68,466
3204,55.85,116
3205,17.19,565
3206,34.95,591
3207,85.87,782
3208,12.51,984
3209,39.82,187
3210,35.71,877
3211,48.94,180
3212,29.69,342
3213,34.82,299
3214,79.43,224
3215,93.13,474
3216,14.97,329
3217,92.3,805
3218,22.78,322
